11325,10809,10729,10809,11537,13482,16551,17240,16256,15562,14977,14425,14283,14362,14292,14755,15614,16330,17030,18547,17979,16308,14327,12330,11140,10635,10471,10400,10952,12412,15662,16276,15225,14599,14020,13774,13938,14571,14750,15111,15666,16446,17129,18262,18008,16499,14362,12560,11052,10552,10434,10312,10761,12188,14333,14881,14498,14474,14699,14739,15306,15492,15523,16411,17461,18146,18533,19645,19251,17578,14956,13102,11857,10986,10611,10406,10814,12120,14892,15483,14440,14393,14760,14780,15340,16034,15841,16420,17394,18001,18831,19992,19888,18308,16053,13880,12433,11878,11553,11315,11661,13065,16004,16755,15717,15718,16142,15911,15416,15592,15647,16085,16741,17190,17905,18472,17459,16197,14589,12701,11313,10506,10059,9828,10020,10597,11835,13312,14992,15445,15757,15663,15404,15053,14834,15361,15647,15556,16021,16803,16086,15116,13992,12704,11334,10847,10444,10363,10765,11419,12631,14524,16760,17340,16032,15301,15327,15232,15097,15622,15937,16368,16865,18107,17708,15719,14230,12446,11264,10886,10800,10777,11408,13091,16237,16680,15624,15201,14650,14321,14309,14487,14311,14641,15627,16596,17825,19382,18622,16946,14928,13256,11736,10960,10863,10846,11271,12467,15456,15797,14968,14709,14864,14789,14472,14616,14507,14908,15818,16953,18372,19895,19572,18270,16110,13978,12858,12314,12029,12011,12158,13495,16493,17200,15916,15745,15950,15956,15745,15887,15266,15131,16027,17203,18431,18704,18020,16706,14812,12887,11650,11162,10876,10776,11069,12428,15234,16199,15426,15613,15488,15715,15512,14993,15003,15180,16211,17773,19477,19907,18856,17740,15489,14082,12588,12227,11751,11696,11984,13516,16378,17019,16666,16618,16841,16573,16024,15970,15909,15912,16589,17498,18391,18319,17415,16474,15038,13496,12518,11769,11142,10998,11178,11960,12740,14161,15694,16703,16421,15953,15836,15489,15095,14938,15344,15331,16121,17015,16540,14615,13943,12872,11880,11551,11109,11086,11284,11852,13041,15017,17211,17668,16493,15860,15653,15054,14535,14178,14513,15228,16921,18555,18063,17106,16161,15189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.25,108.09,107.29,108.09,115.37,134.82,165.51,172.4,162.56,155.62,149.77,144.25,142.83,143.62,142.92,147.55,156.14,163.3,170.3,185.47,179.79,163.08,143.27,123.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.4,106.35,104.71,104,109.52,124.12,156.62,162.76,152.25,145.99,140.2,137.74,139.38,145.71,147.5,151.11,156.66,164.46,171.29,182.62,180.08,164.99,143.62,125.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.52,105.52,104.34,103.12,107.61,121.88,143.33,148.81,144.98,144.74,146.99,147.39,153.06,154.92,155.23,164.11,174.61,181.46,185.33,196.45,192.51,175.78,149.56,131.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.57,109.86,106.11,104.06,108.14,121.2,148.92,154.83,144.4,143.93,147.6,147.8,153.4,160.34,158.41,164.2,173.94,180.01,188.31,199.92,198.88,183.08,160.53,138.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
